cruise_line,destination,departure_port,cabin_type,duration_nights,departure_month,days_until_departure,ship_age_years,passengers,price
Celebrity,Caribbean,San Juan,Interior,4,6,145,19,3,6980
Norwegian,South Pacific,Galveston,Suite,7,12,327,7,2,57320
Norwegian,Mediterranean,Fort Lauderdale,Interior,9,7,181,20,1,11730
Holland America,Caribbean,New Orleans,Suite,4,2,18,12,2,16440
Celebrity,Alaska,Port Canaveral,Ocean View,10,8,215,19,2,33470
Carnival,Caribbean,Port Canaveral,Suite,8,2,13,25,4,40190
MSC,Caribbean,New Orleans,Ocean View,7,8,204,20,3,9760
Norwegian,Mexico,Galveston,Suite,5,12,332,9,4,30840
Celebrity,South Pacific,New Orleans,Interior,12,8,215,21,3,40420
Disney,Mexico,Seattle,Interior,6,10,259,25,2,7780
Princess,Mexico,Tampa,Balcony,5,3,40,8,2,10870
Holland America,Northern Europe,New York,Balcony,11,10,266,6,3,69360
MSC,Hawaii,Port Canaveral,Suite,8,10,260,6,2,34830
Holland America,Mexico,Tampa,Balcony,4,1,346,25,2,8330
Celebrity,South Pacific,New York,Interior,11,6,131,5,3,48280
Holland America,Mediterranean,New Orleans,Balcony,13,12,312,22,2,38110
Royal Caribbean,Hawaii,New Orleans,Interior,5,3,37,11,4,19560
Royal Caribbean,Alaska,Seattle,Balcony,7,2,33,14,2,20140
Norwegian,Mediterranean,Los Angeles,Interior,14,4,79,18,2,25480
Celebrity,Caribbean,New York,Ocean View,8,3,39,13,2,19150
Celebrity,Bahamas,Miami,Balcony,6,1,359,22,2,12070
Princess,Hawaii,Port Canaveral,Interior,9,3,55,9,2,22230
MSC,Bahamas,Los Angeles,Ocean View,6,1,357,21,2,7330
MSC,Mediterranean,San Juan,Suite,12,5,103,2,3,78160
Carnival,Bahamas,Tampa,Ocean View,6,11,301,0,2,6130
Norwegian,Northern Europe,Port Canaveral,Balcony,11,4,83,17,2,33830
Holland America,Alaska,Fort Lauderdale,Balcony,12,10,260,7,2,32970
Celebrity,Hawaii,Galveston,Balcony,9,6,139,20,3,56570
Royal Caribbean,Bahamas,Galveston,Ocean View,4,10,251,21,4,6240
Princess,Hawaii,Galveston,Balcony,7,5,119,22,2,20160
Royal Caribbean,Northern Europe,Los Angeles,Ocean View,8,8,219,14,2,32260
Disney,Mexico,Fort Lauderdale,Suite,11,4,78,2,2,56220
Disney,Hawaii,Port Canaveral,Suite,7,6,138,3,2,68680
Holland America,Caribbean,New York,Balcony,4,1,342,14,2,13640
Royal Caribbean,Caribbean,San Juan,Suite,5,12,315,13,2,19620
MSC,Hawaii,Seattle,Interior,7,3,37,9,2,13440
Celebrity,Alaska,Seattle,Ocean View,8,4,95,24,2,17700
MSC,Caribbean,New York,Balcony,5,3,53,21,2,9880
Norwegian,Caribbean,Galveston,Ocean View,6,6,131,12,2,7310
Royal Caribbean,Alaska,Tampa,Ocean View,11,4,74,15,2,19790
Celebrity,South Pacific,Los Angeles,Suite,8,3,63,22,2,65490
Royal Caribbean,Mexico,Tampa,Balcony,8,10,273,22,2,11120
Princess,Mediterranean,San Juan,Suite,8,2,26,21,2,31970
Norwegian,South Pacific,Fort Lauderdale,Suite,8,7,171,0,2,58510
Carnival,South Pacific,Seattle,Ocean View,12,3,39,14,2,38840
Norwegian,Bahamas,Port Canaveral,Suite,6,3,49,23,1,9070
Disney,Mediterranean,Port Canaveral,Ocean View,10,8,210,18,3,59920
Celebrity,South Pacific,Los Angeles,Ocean View,14,3,65,24,1,31020
Norwegian,South Pacific,Miami,Suite,11,7,184,19,3,78730
Carnival,Hawaii,Miami,Ocean View,5,7,169,1,1,9740
Norwegian,Caribbean,Seattle,Ocean View,7,10,273,7,2,9580
Royal Caribbean,Mediterranean,Galveston,Balcony,9,12,311,10,2,28520
Disney,Northern Europe,Tampa,Interior,7,6,146,0,2,37480
MSC,Mexico,Los Angeles,Suite,6,7,159,20,1,7300
Norwegian,Mediterranean,New York,Suite,7,3,45,7,3,56730
Norwegian,South Pacific,Fort Lauderdale,Ocean View,12,3,58,7,2,40480
Holland America,Caribbean,New York,Interior,5,4,83,0,1,5410
Norwegian,Hawaii,Port Canaveral,Ocean View,3,11,288,23,2,6500
Carnival,Northern Europe,Seattle,Interior,7,6,128,17,2,18030
Carnival,South Pacific,Seattle,Ocean View,14,10,268,18,3,50360
Disney,Northern Europe,Port Canaveral,Suite,7,7,188,4,1,46840
Carnival,Caribbean,Miami,Suite,6,9,229,7,2,14580
Celebrity,Caribbean,Fort Lauderdale,Balcony,4,9,241,0,2,8750
Carnival,Bahamas,San Juan,Interior,5,12,336,9,2,5710
Celebrity,Northern Europe,Port Canaveral,Suite,12,7,180,12,3,156510
Norwegian,South Pacific,Los Angeles,Suite,14,9,235,23,2,74260
Carnival,Northern Europe,Seattle,Ocean View,12,8,212,3,2,46840
Holland America,Northern Europe,New York,Suite,7,8,197,11,2,69910
Disney,Bahamas,New York,Ocean View,7,10,275,15,3,15420
Royal Caribbean,Alaska,Tampa,Ocean View,11,1,348,12,4,40370
Princess,Mexico,Seattle,Suite,4,9,224,6,3,16290
Royal Caribbean,Mexico,Fort Lauderdale,Interior,7,9,220,24,1,3960
Princess,Alaska,Galveston,Interior,10,3,64,19,2,16010
Holland America,Mediterranean,New Orleans,Suite,11,8,205,10,2,73550
Holland America,South Pacific,Tampa,Interior,10,2,8,0,2,32450
MSC,South Pacific,Seattle,Ocean View,8,7,183,18,4,35760
Norwegian,Bahamas,Los Angeles,Ocean View,9,8,203,10,2,9510
Princess,Bahamas,New Orleans,Interior,3,1,358,4,2,3600
Carnival,South Pacific,Port Canaveral,Ocean View,11,10,252,3,2,30970
Royal Caribbean,Bahamas,Los Angeles,Interior,6,8,212,20,1,2900
Disney,Hawaii,New York,Suite,6,10,273,20,2,48710
Disney,Mexico,San Juan,Suite,6,7,168,5,4,43790
Norwegian,Bahamas,Fort Lauderdale,Suite,4,11,286,13,3,11620
Holland America,Hawaii,New York,Interior,6,1,346,3,4,42290
Royal Caribbean,Northern Europe,Los Angeles,Interior,12,8,215,7,1,23780
Holland America,Mediterranean,Port Canaveral,Interior,12,7,187,14,3,45430
Holland America,Bahamas,San Juan,Suite,5,8,217,6,2,12010
Carnival,Bahamas,New York,Ocean View,8,11,309,20,2,7310
Royal Caribbean,Northern Europe,Miami,Ocean View,10,12,336,0,2,35940
Holland America,South Pacific,Tampa,Balcony,9,3,65,12,2,39760
MSC,Northern Europe,Tampa,Interior,12,6,144,18,1,14360
Royal Caribbean,Mexico,Tampa,Interior,6,4,90,19,2,5650
Princess,Hawaii,New York,Balcony,5,1,362,13,4,44960
MSC,Bahamas,Los Angeles,Ocean View,8,5,118,19,2,6900
Norwegian,Hawaii,Fort Lauderdale,Balcony,5,6,146,2,3,36350
Norwegian,Hawaii,New Orleans,Interior,7,9,222,5,4,24040
Carnival,Alaska,Seattle,Ocean View,8,1,363,17,2,14160
Princess,Hawaii,Fort Lauderdale,Balcony,7,11,291,8,2,22480
Carnival,Hawaii,Tampa,Suite,7,12,315,7,1,23850
Disney,Northern Europe,San Juan,Balcony,13,1,363,21,2,58040
Disney,Alaska,Miami,Balcony,9,3,62,14,2,37640
MSC,Hawaii,Seattle,Interior,5,3,39,2,3,14200
MSC,South Pacific,Seattle,Ocean View,14,1,361,4,2,53060
MSC,Mexico,Port Canaveral,Interior,5,12,340,5,2,5210
Princess,Bahamas,Miami,Ocean View,5,6,132,5,3,8190
Holland America,Hawaii,Miami,Balcony,4,11,285,3,2,15340
Princess,Mexico,Port Canaveral,Balcony,5,11,290,8,2,8190
Royal Caribbean,Alaska,Tampa,Balcony,12,2,10,22,2,22140
Disney,Northern Europe,Fort Lauderdale,Balcony,13,1,343,2,4,130890
Holland America,Mexico,San Juan,Interior,7,6,152,3,2,7720
Celebrity,Mediterranean,Tampa,Interior,12,7,166,20,2,32610
Celebrity,Bahamas,New York,Interior,8,5,98,12,3,11460
Carnival,Caribbean,Galveston,Ocean View,5,12,322,8,2,9360
Norwegian,Caribbean,Tampa,Ocean View,6,8,202,13,2,7420
Holland America,Alaska,San Juan,Ocean View,10,11,282,12,1,12700
Princess,Bahamas,New York,Interior,7,5,105,19,2,6350
MSC,Mexico,New Orleans,Ocean View,6,4,83,9,1,3900
Holland America,Alaska,New Orleans,Ocean View,10,7,160,21,2,30150
MSC,Mediterranean,Tampa,Balcony,8,10,276,12,2,18200
Princess,Caribbean,Galveston,Suite,7,4,96,9,2,24890
Norwegian,Northern Europe,New York,Ocean View,7,9,237,8,2,23580
Royal Caribbean,Hawaii,New York,Ocean View,6,10,274,25,2,15740
Celebrity,Mexico,Miami,Suite,5,9,225,25,4,23490
Holland America,Mexico,Tampa,Balcony,5,3,56,15,2,11230
Royal Caribbean,Mexico,Fort Lauderdale,Suite,7,10,274,6,1,10610
Celebrity,Mexico,New York,Ocean View,6,9,240,6,4,17610
Princess,Northern Europe,New York,Suite,13,9,237,18,2,82770
Princess,South Pacific,Seattle,Interior,14,1,365,20,1,30330
Holland America,Caribbean,New Orleans,Interior,6,3,49,2,1,6050
MSC,Mexico,Fort Lauderdale,Suite,5,10,252,11,2,9240
Celebrity,Caribbean,Fort Lauderdale,Balcony,6,10,265,13,4,19640
Carnival,Northern Europe,New Orleans,Suite,9,5,111,9,2,43750
Celebrity,Northern Europe,Miami,Balcony,11,7,172,24,4,100960
Celebrity,Northern Europe,San Juan,Suite,10,10,255,10,2,61970
Norwegian,Mexico,New York,Ocean View,5,9,248,22,2,6310
Norwegian,Hawaii,Fort Lauderdale,Suite,5,2,24,4,2,27680
MSC,Hawaii,Seattle,Suite,7,8,199,9,2,38000
Carnival,Northern Europe,New York,Ocean View,10,8,215,17,3,45540
Holland America,Mediterranean,New York,Balcony,7,3,50,0,3,38320
Norwegian,South Pacific,San Juan,Suite,10,1,7,24,2,63780
Celebrity,Alaska,Los Angeles,Suite,13,10,250,1,3,91780
Holland America,Hawaii,Port Canaveral,Suite,4,5,106,23,2,21580
Princess,Mexico,Tampa,Balcony,6,6,139,12,2,9270
Holland America,Mediterranean,Fort Lauderdale,Ocean View,9,5,107,7,2,26640
Holland America,Bahamas,Miami,Suite,5,5,119,3,3,18840
Princess,Mexico,Los Angeles,Balcony,6,9,226,5,2,9750
Norwegian,Northern Europe,Seattle,Ocean View,12,1,363,1,2,37190
Disney,South Pacific,Los Angeles,Balcony,12,12,320,8,2,107230
MSC,Mexico,Port Canaveral,Balcony,6,5,104,14,3,10240
Princess,Caribbean,Los Angeles,Ocean View,5,9,221,17,2,7450
Royal Caribbean,Mexico,Miami,Ocean View,9,10,252,13,2,11450
Carnival,Mexico,Galveston,Suite,4,3,52,2,2,12350
Disney,Mediterranean,Miami,Ocean View,7,2,23,20,3,31200
Princess,Caribbean,Galveston,Suite,5,10,266,4,2,13230
Princess,Mexico,Tampa,Balcony,6,7,177,20,2,9070
Celebrity,Mediterranean,Port Canaveral,Balcony,9,8,217,13,4,76330
Royal Caribbean,Caribbean,Los Angeles,Balcony,3,11,299,23,1,2780
Royal Caribbean,Mediterranean,San Juan,Balcony,12,9,222,2,1,29750
Holland America,Hawaii,Fort Lauderdale,Interior,6,1,356,10,2,22930
Disney,Mexico,Seattle,Suite,4,7,163,15,2,15650
Carnival,Northern Europe,Miami,Suite,14,11,305,13,2,65060
Holland America,Alaska,Galveston,Interior,12,8,213,10,4,53770
Celebrity,Caribbean,New Orleans,Interior,7,5,126,22,2,8340
Norwegian,Alaska,Seattle,Suite,8,7,168,8,3,84080
MSC,Northern Europe,Port Canaveral,Ocean View,7,7,188,2,2,22160
Carnival,Northern Europe,Miami,Suite,11,9,237,7,2,59270
Carnival,Mexico,New York,Suite,5,6,140,14,2,12660
Princess,Alaska,Tampa,Interior,11,6,151,3,1,16740
Norwegian,Mediterranean,Tampa,Suite,8,11,282,23,2,31670
Holland America,Northern Europe,Los Angeles,Balcony,8,5,111,2,4,73600
Celebrity,Bahamas,Miami,Ocean View,4,10,270,11,2,4420
Holland America,Hawaii,Galveston,Interior,5,12,325,16,3,20520
Celebrity,Alaska,Los Angeles,Interior,12,7,182,19,3,41540
Royal Caribbean,Mexico,Port Canaveral,Interior,10,11,290,12,2,8830
Carnival,Northern Europe,Galveston,Suite,9,5,117,17,2,38460
Carnival,Mediterranean,New York,Balcony,8,11,287,22,3,28490
Royal Caribbean,Mediterranean,New Orleans,Interior,10,6,139,4,3,43260
Norwegian,Mexico,Fort Lauderdale,Ocean View,6,8,196,18,2,6400
MSC,Caribbean,Port Canaveral,Interior,4,7,167,4,2,3690
MSC,Mexico,Fort Lauderdale,Interior,5,8,212,2,2,4140
Carnival,Hawaii,Galveston,Balcony,4,2,34,2,2,13470
Royal Caribbean,Mediterranean,New Orleans,Interior,14,9,232,17,1,15670
Carnival,Caribbean,Galveston,Suite,6,7,162,21,3,15780
Celebrity,South Pacific,Seattle,Suite,11,7,173,9,2,88590
Norwegian,Bahamas,Seattle,Ocean View,9,12,313,8,2,14500
Royal Caribbean,Northern Europe,Fort Lauderdale,Balcony,9,2,18,13,4,55130
Holland America,Northern Europe,Miami,Interior,9,4,88,21,2,22000
Carnival,Northern Europe,Seattle,Ocean View,9,4,84,21,1,13250
Disney,Hawaii,Port Canaveral,Suite,6,8,202,19,2,42530
Holland America,Alaska,New York,Interior,11,10,261,18,3,26580
Carnival,Caribbean,Galveston,Interior,6,4,78,21,3,8560
Celebrity,South Pacific,Port Canaveral,Ocean View,14,2,32,22,2,59380
Norwegian,Caribbean,Los Angeles,Interior,8,6,143,17,2,7550
Disney,Alaska,Tampa,Balcony,8,4,81,19,2,28450
Princess,Hawaii,Miami,Ocean View,5,10,269,25,2,13530
Norwegian,Northern Europe,Seattle,Interior,7,4,95,25,4,27900
Norwegian,Mexico,Seattle,Interior,7,7,160,15,2,6470
Holland America,Hawaii,San Juan,Interior,3,3,49,20,2,6940
Celebrity,Northern Europe,New Orleans,Suite,8,8,206,10,2,68760
Celebrity,Northern Europe,Tampa,Ocean View,14,10,278,16,4,72190
Disney,Northern Europe,Seattle,Balcony,10,3,44,6,2,60510
Royal Caribbean,Northern Europe,Port Canaveral,Ocean View,7,3,52,3,3,30700
MSC,Northern Europe,New Orleans,Interior,11,1,347,24,2,17880
Carnival,Caribbean,New York,Ocean View,3,7,175,3,3,5750
Princess,Hawaii,New York,Ocean View,4,11,298,9,2,13140
Carnival,Mexico,San Juan,Suite,7,8,192,7,2,14830
Norwegian,Mediterranean,Fort Lauderdale,Balcony,13,9,249,6,2,48570
Celebrity,Mediterranean,Seattle,Ocean View,11,10,268,24,2,27620
Holland America,Hawaii,Port Canaveral,Suite,6,4,92,11,3,45390
Norwegian,Alaska,New York,Ocean View,8,10,276,6,2,19360
Celebrity,Mediterranean,Seattle,Interior,12,9,225,17,3,46770
Holland America,South Pacific,Los Angeles,Suite,13,6,149,10,3,151920
MSC,South Pacific,New Orleans,Balcony,14,7,178,4,1,26330
Celebrity,Mediterranean,Los Angeles,Interior,12,1,357,25,3,39800
Norwegian,South Pacific,New York,Balcony,11,3,51,21,1,29410
Princess,Northern Europe,Seattle,Ocean View,8,12,340,3,3,43270
Disney,Northern Europe,Galveston,Balcony,13,8,189,25,2,74130
Celebrity,Northern Europe,Fort Lauderdale,Balcony,14,10,278,19,2,50810
Royal Caribbean,Caribbean,Galveston,Ocean View,7,5,101,1,3,13480
Holland America,Mediterranean,Fort Lauderdale,Interior,12,11,301,15,2,27000
Norwegian,Alaska,Port Canaveral,Balcony,11,11,284,25,3,34600
Princess,Alaska,Seattle,Suite,7,11,297,20,2,28470
Princess,Northern Europe,Fort Lauderdale,Interior,7,6,147,0,3,35660
MSC,Mexico,Fort Lauderdale,Interior,7,7,177,7,2,5700
MSC,Hawaii,Seattle,Suite,10,10,255,3,4,78950
Celebrity,Mexico,Seattle,Balcony,8,7,183,7,2,14410
Holland America,Caribbean,Los Angeles,Suite,8,8,213,20,3,32040
Disney,Alaska,Galveston,Interior,13,1,363,25,2,30150
Carnival,Bahamas,New York,Ocean View,7,7,185,13,2,6640
Norwegian,Hawaii,Port Canaveral,Interior,10,8,189,10,3,30520
MSC,Mediterranean,Los Angeles,Interior,12,11,288,4,1,10650
Norwegian,Northern Europe,Seattle,Ocean View,12,8,210,15,2,47230
Princess,Mexico,Miami,Suite,5,12,319,24,3,23720
Disney,Hawaii,San Juan,Interior,6,3,58,19,2,17990
Disney,South Pacific,Galveston,Balcony,11,7,160,3,3,86820
Norwegian,Hawaii,Fort Lauderdale,Ocean View,5,6,148,19,2,17120
MSC,Hawaii,New Orleans,Suite,5,9,229,11,2,17940
Celebrity,Caribbean,Miami,Suite,5,7,162,23,2,16380
MSC,Mexico,Seattle,Ocean View,6,1,343,15,2,8350
Holland America,Alaska,Miami,Ocean View,11,12,320,1,2,34070
MSC,Mexico,Galveston,Interior,5,11,310,14,2,3890
Royal Caribbean,Caribbean,Fort Lauderdale,Interior,9,12,336,8,2,15310
MSC,Mexico,Tampa,Balcony,6,1,344,8,2,9660
Disney,Alaska,Galveston,Ocean View,14,10,263,10,2,36140
Carnival,Mediterranean,New Orleans,Balcony,14,7,165,3,2,52980
Celebrity,Hawaii,Tampa,Suite,6,7,167,4,2,46980
Norwegian,Hawaii,Galveston,Balcony,6,1,352,23,2,22970
Celebrity,South Pacific,Los Angeles,Balcony,8,12,341,13,2,49140
Norwegian,Mexico,Tampa,Interior,5,6,129,6,3,6950
Princess,South Pacific,New Orleans,Interior,8,6,135,12,3,29470
Disney,Bahamas,Los Angeles,Balcony,6,10,257,23,3,15930
MSC,Mexico,New York,Interior,5,7,170,18,2,4370
Royal Caribbean,Mediterranean,New Orleans,Suite,13,2,25,3,2,53540
MSC,Northern Europe,Miami,Interior,12,12,322,21,1,11630
Royal Caribbean,Bahamas,Miami,Suite,9,9,242,18,3,25350
Princess,Caribbean,New York,Suite,5,12,312,5,4,46140
Celebrity,Hawaii,Seattle,Interior,8,4,86,3,3,30980
Celebrity,Mediterranean,Los Angeles,Suite,10,7,187,6,3,110380
Disney,Mediterranean,Galveston,Balcony,13,2,30,15,1,28720
Norwegian,Alaska,New Orleans,Ocean View,10,5,125,25,2,15610
Carnival,Mediterranean,Fort Lauderdale,Interior,7,12,316,14,4,24360
Princess,Alaska,New Orleans,Suite,10,9,228,12,3,64660
MSC,Hawaii,San Juan,Suite,5,3,39,22,2,19770
Royal Caribbean,Mediterranean,Miami,Interior,10,8,193,24,2,23500
Celebrity,Alaska,Miami,Suite,12,5,99,21,2,57170
Disney,Mexico,Port Canaveral,Interior,8,10,274,12,2,10200
Carnival,Bahamas,Port Canaveral,Ocean View,9,4,92,2,2,11420
Norwegian,Hawaii,Seattle,Ocean View,4,3,62,18,2,11160
Norwegian,Hawaii,Seattle,Balcony,10,7,170,14,4,79020
Princess,Northern Europe,Tampa,Balcony,12,6,150,9,4,120390
Carnival,Bahamas,Fort Lauderdale,Balcony,5,9,237,6,2,6310
Royal Caribbean,Hawaii,Miami,Ocean View,5,12,338,20,2,19420
MSC,South Pacific,New York,Suite,8,11,281,24,3,78320
Disney,Bahamas,Seattle,Balcony,6,4,91,0,4,28930
Princess,Mediterranean,Tampa,Ocean View,7,3,56,3,2,18520
Norwegian,Mediterranean,Miami,Suite,14,8,209,9,2,88630
Disney,Caribbean,Seattle,Interior,6,10,254,13,2,9290
MSC,South Pacific,Port Canaveral,Suite,12,2,8,15,2,71200
Disney,Bahamas,Port Canaveral,Suite,9,10,262,4,1,15350
Holland America,Caribbean,Fort Lauderdale,Balcony,6,11,301,7,1,8050
Norwegian,Northern Europe,Galveston,Balcony,11,12,321,13,2,36360
Carnival,Bahamas,Miami,Suite,5,1,357,24,2,13290
Royal Caribbean,Northern Europe,San Juan,Balcony,14,12,337,0,2,62230
Norwegian,Hawaii,San Juan,Interior,6,2,34,3,2,14020
Celebrity,Bahamas,Seattle,Ocean View,11,4,79,18,2,14240
Royal Caribbean,South Pacific,Port Canaveral,Balcony,12,6,133,2,2,51240
Holland America,Alaska,Port Canaveral,Balcony,7,4,78,5,2,19420
Royal Caribbean,South Pacific,New Orleans,Balcony,9,12,315,7,2,42690
Celebrity,Mediterranean,Tampa,Balcony,8,2,9,13,2,21900
MSC,Hawaii,Los Angeles,Interior,5,6,136,12,2,12800
Celebrity,Bahamas,Port Canaveral,Interior,7,7,162,1,4,14110
Carnival,Alaska,Tampa,Ocean View,12,8,195,16,4,47050
Disney,Caribbean,Galveston,Ocean View,7,12,315,14,1,11540
Disney,Bahamas,Miami,Suite,4,7,183,13,2,11560
Royal Caribbean,Mexico,Port Canaveral,Interior,5,1,364,12,1,3530
Carnival,Northern Europe,New York,Balcony,12,5,113,7,2,43680
Princess,Bahamas,Seattle,Suite,6,1,348,13,3,29630
Royal Caribbean,Northern Europe,Tampa,Balcony,14,1,353,20,2,47000
MSC,Bahamas,Tampa,Suite,3,5,122,5,2,4790
Holland America,South Pacific,Los Angeles,Balcony,11,7,181,3,3,75020
Princess,Mexico,San Juan,Interior,5,9,231,23,3,6580
Carnival,Bahamas,Seattle,Balcony,3,7,181,9,2,3810
Royal Caribbean,South Pacific,San Juan,Balcony,11,10,251,13,3,57330
Carnival,Bahamas,Los Angeles,Interior,9,11,301,15,2,7590
Disney,Hawaii,Galveston,Balcony,5,9,243,4,2,22350
Disney,Alaska,Seattle,Ocean View,10,7,158,16,2,46740
Royal Caribbean,Mediterranean,San Juan,Interior,13,10,277,11,3,36280
Royal Caribbean,Northern Europe,San Juan,Suite,9,12,339,22,3,71760
Carnival,Mediterranean,Seattle,Ocean View,14,2,24,19,3,37380
Disney,South Pacific,Los Angeles,Suite,14,2,27,24,2,154550
Holland America,Alaska,Tampa,Suite,9,9,234,2,2,52430
Carnival,Caribbean,Tampa,Suite,10,4,70,4,2,27080
Holland America,Alaska,Miami,Ocean View,9,6,154,6,2,34740
MSC,Mediterranean,Port Canaveral,Interior,10,6,136,8,2,25550
Holland America,Caribbean,San Juan,Suite,10,6,139,22,2,30470
Royal Caribbean,Northern Europe,Port Canaveral,Balcony,14,11,282,12,2,43160
Norwegian,Mexico,Port Canaveral,Interior,6,6,131,15,3,7840
Royal Caribbean,Caribbean,New Orleans,Suite,5,11,291,10,2,12560
Disney,Hawaii,Fort Lauderdale,Ocean View,4,11,303,20,3,24030
Royal Caribbean,Mexico,Galveston,Ocean View,5,7,166,4,2,6580
Royal Caribbean,Hawaii,Los Angeles,Ocean View,5,7,161,4,2,20730
Royal Caribbean,South Pacific,New York,Suite,14,11,285,12,1,74590
Norwegian,Caribbean,San Juan,Ocean View,9,4,93,3,2,15550
Carnival,South Pacific,Fort Lauderdale,Interior,12,11,293,12,4,58920
MSC,Alaska,San Juan,Suite,14,4,88,16,2,38710
Carnival,Mexico,New Orleans,Ocean View,6,8,216,5,2,5860
Carnival,South Pacific,New Orleans,Suite,13,2,11,7,2,77580
Norwegian,Caribbean,Miami,Suite,3,3,47,22,1,6810
Disney,Mexico,Fort Lauderdale,Balcony,4,2,17,4,2,11300
Royal Caribbean,Bahamas,Galveston,Suite,5,6,146,2,2,12090
Disney,Alaska,Miami,Interior,11,8,214,13,2,36420
Disney,Hawaii,Fort Lauderdale,Interior,5,8,214,21,2,16320
Disney,Mexico,Port Canaveral,Balcony,7,5,124,23,2,14730
Disney,Hawaii,New York,Balcony,9,5,103,6,1,30650
Celebrity,South Pacific,Tampa,Ocean View,10,8,210,17,3,44140
Royal Caribbean,Northern Europe,Fort Lauderdale,Interior,12,9,235,19,2,27380
Norwegian,Northern Europe,Fort Lauderdale,Suite,12,10,263,22,1,31080
Disney,Caribbean,Galveston,Interior,3,3,61,18,2,6170
Disney,Alaska,San Juan,Interior,8,11,299,4,1,11570
Norwegian,Hawaii,Tampa,Ocean View,5,4,83,18,2,10520
Royal Caribbean,Mexico,Los Angeles,Ocean View,6,10,265,5,2,8200
Carnival,Hawaii,Galveston,Balcony,7,3,46,13,3,24680
Disney,Bahamas,San Juan,Balcony,4,2,16,25,2,9100
Disney,Mexico,New Orleans,Interior,8,7,160,17,3,14880
MSC,Northern Europe,Seattle,Ocean View,8,10,271,17,2,16110
Carnival,Alaska,San Juan,Balcony,14,9,237,7,3,48210
Holland America,South Pacific,Port Canaveral,Suite,11,7,159,6,2,83120
MSC,Hawaii,San Juan,Balcony,8,10,272,15,2,19800
Holland America,Hawaii,Fort Lauderdale,Suite,5,8,214,24,3,45450
Princess,Mediterranean,Port Canaveral,Interior,7,5,122,8,4,29330
Royal Caribbean,Mexico,New Orleans,Ocean View,6,9,221,1,2,7960
Royal Caribbean,Mexico,San Juan,Interior,4,1,364,11,2,5860
Disney,Northern Europe,New Orleans,Ocean View,13,8,202,22,3,85590
Norwegian,Alaska,New Orleans,Balcony,7,5,120,13,3,22720
MSC,Caribbean,New Orleans,Interior,8,12,329,1,4,20080
Celebrity,Alaska,Tampa,Suite,8,9,242,5,3,60820
Holland America,Mexico,New Orleans,Interior,6,7,175,13,2,6140
Royal Caribbean,Caribbean,New York,Interior,5,12,319,25,2,8320
Celebrity,Mexico,New Orleans,Suite,4,11,301,17,2,11410
Celebrity,Northern Europe,Los Angeles,Suite,8,7,187,7,3,110000
Royal Caribbean,Alaska,Seattle,Ocean View,9,7,161,14,3,43970
MSC,Northern Europe,Miami,Balcony,10,4,80,19,2,25860
Royal Caribbean,Caribbean,New Orleans,Suite,7,8,215,2,3,25610
Princess,Mexico,Los Angeles,Ocean View,6,6,134,23,3,9810
Celebrity,Mexico,New Orleans,Interior,4,6,134,3,2,4490
Disney,Alaska,Seattle,Interior,12,6,144,18,2,40300
MSC,Mexico,San Juan,Ocean View,5,2,16,8,2,6330
MSC,Alaska,Port Canaveral,Balcony,10,7,178,14,2,32730
Carnival,Mediterranean,Miami,Ocean View,10,6,148,10,2,35430
MSC,Caribbean,Tampa,Ocean View,5,3,58,5,2,8290
Disney,Mexico,San Juan,Interior,6,5,104,22,3,10490
Norwegian,Caribbean,Tampa,Ocean View,5,7,172,2,2,7890
Norwegian,Mediterranean,Galveston,Ocean View,7,10,256,22,1,8360
Celebrity,Hawaii,Miami,Suite,7,6,143,20,4,94690
Royal Caribbean,Mexico,Port Canaveral,Ocean View,8,1,358,21,2,12850
Celebrity,Northern Europe,Fort Lauderdale,Balcony,9,8,197,11,3,65030
